Airport.Code,Airport.Name,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
EWR,"Newark, NJ: Newark Liberty International",6,June,2015,631,972,1113,0,105,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",10,359,2820,51,6379,9609,44651,72300,82987,19,210304,10347
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",6,June,2015,525,550,423,9,50,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",10,98,1556,11,4594,6259,29409,43647,22330,229,99565,3950
IAD,"Washington, DC: Washington Dulles International",6,June,2015,293,319,238,0,43,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,66,893,20,2403,3382,15400,24989,12302,0,55860,3169
JFK,"New York, NY: John F. Kennedy International",6,June,2015,381,482,993,2,55,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America",8,112,1912,17,6803,8844,26423,40059,75149,101,145894,4162
LAS,"Las Vegas, NV: McCarran International",6,June,2015,796,1329,507,6,65,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,109,2702,21,9522,12354,46457,84037,24173,281,159846,4898
LAX,"Los Angeles, CA: Los Angeles International",6,June,2015,1344,1696,1432,3,140,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",13,277,4617,16,13632,18542,84755,114692,54715,105,264608,10341
LGA,"New York, NY: LaGuardia",6,June,2015,589,658,1390,4,121,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,392,2762,78,5930,9162,40821,43834,97201,211,192707,10640
MCO,"Orlando, FL: Orlando International",6,June,2015,780,911,589,7,81,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,112,2367,107,7675,10261,50647,69870,29222,239,158112,8134
MDW,"Chicago, IL: Chicago Midway International",6,June,2015,477,717,504,4,167,"Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,Southwest Airlines Co.",4,216,1868,80,5822,7986,28277,44854,22187,147,109182,13717
MIA,"Miami, FL: Miami International",6,June,2015,452,454,408,6,42,"American Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.",7,51,1365,22,4727,6165,37358,35997,16827,214,94680,4284
MSP,"Minneapolis, MN: Minneapolis-St Paul International",6,June,2015,657,885,709,4,100,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",11,120,2353,17,8880,11370,49229,60535,29535,168,148942,9475
ORD,"Chicago, IL: Chicago O'Hare International",6,June,2015,1536,2551,3544,8,250,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America",12,1304,7889,144,18253,27590,121806,197034,235468,341,581576,26927
PDX,"Portland, OR: Portland International",6,June,2015,353,429,173,1,27,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,25,988,2,3696,4711,19937,27525,8091,35,57728,2140
PHL,"Philadelphia, PA: Philadelphia International",6,June,2015,394,437,722,3,66,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",10,61,1622,43,4520,6246,25036,32153,39781,80,103270,6220
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",6,June,2015,861,1214,542,3,73,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,139,2693,20,11017,13869,53799,73483,17884,77,150281,5038
SAN,"San Diego, CA: San Diego International",6,June,2015,536,636,259,2,46,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",12,80,1479,17,5187,6763,26194,33831,9168,55,72919,3671
SEA,"Seattle, WA: Seattle/Tacoma International",6,June,2015,703,717,529,5,74,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,75,2027,11,9078,11191,45175,43386,18062,156,112754,5975
SFO,"San Francisco, CA: San Francisco International",6,June,2015,918,1295,818,3,103,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.",11,272,3135,18,10419,13844,59236,89562,39192,139,194632,6503
SLC,"Salt Lake City, UT: Salt Lake City International",6,June,2015,458,512,277,2,58,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",10,39,1305,18,7613,8975,32948,30428,10003,88,77573,4106
TPA,"Tampa, FL: Tampa International",6,June,2015,489,549,286,2,42,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",9,66,1371,20,4275,5732,29679,39827,14137,96,87851,4112
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",7,July,2015,1420,2066,1581,7,185,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",10,80,5258,220,28177,33735,117880,131352,74056,199,336605,13118
BOS,"Boston, MA: Logan International",7,July,2015,701,969,618,3,66,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,85,2356,4,8392,10837,42718,67247,26364,108,140924,4487
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",7,July,2015,551,909,513,8,82,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,Spirit Air Lines,United Air Lines Inc.,Southwest Airlines Co.",9,48,2063,31,6603,8745,32974,56505,21668,441,117254,5666
CLT,"Charlotte, NC: Charlotte Douglas International",7,July,2015,462,525,539,3,48,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",8,60,1579,32,7699,9370,27736,32577,21489,144,85567,3621
DCA,"Washington, DC: Ronald Reagan Washington National",7,July,2015,438,462,464,2,52,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,102,1422,37,5331,6892,25943,28187,20821,99,79085,4035
DEN,"Denver, CO: Denver International",7,July,2015,1113,1795,1142,3,116,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",10,126,4171,115,14671,19083,73579,125301,49403,85,255722,7354
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7,July,2015,1093,1575,839,6,121,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.",10,159,3633,44,19059,22895,81667,113219,29953,214,235431,10378
DTW,"Detroit, MI: Detroit Metro Wayne County",7,July,2015,486,692,533,3,51,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",11,58,1763,10,8663,10494,35315,47659,22062,88,108845,3721
EWR,"Newark, NJ: Newark Liberty International",7,July,2015,585,832,1153,0,79,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",9,237,2650,31,6990,9908,39498,65504,81709,7,192917,6199
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",7,July,2015,542,520,375,6,33,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",9,31,1477,11,4925,6444,30063,35776,17802,160,86344,2543
IAD,"Washington, DC: Washington Dulles International",7,July,2015,249,246,143,0,30,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,34,669,5,2626,3334,14158,16394,7017,0,39614,2045
JFK,"New York, NY: John F. Kennedy International",7,July,2015,433,590,799,5,66,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,Virgin America",7,102,1894,20,7221,9237,34189,43686,52956,258,135534,4445
LAS,"Las Vegas, NV: McCarran International",7,July,2015,826,1326,554,3,71,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,53,2783,38,9818,12692,46363,78922,24823,80,154832,4644
LAX,"Los Angeles, CA: Los Angeles International",7,July,2015,1285,1818,2603,5,150,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",12,288,5859,46,13172,19365,88159,128321,121169,154,347737,9934
LGA,"New York, NY: LaGuardia",7,July,2015,554,719,1380,4,90,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,332,2748,71,6324,9475,35291,52313,83505,87,177908,6712
MCO,"Orlando, FL: Orlando International",7,July,2015,772,931,606,4,93,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,52,2407,77,7978,10514,45526,66754,25031,171,144224,6742
MDW,"Chicago, IL: Chicago Midway International",7,July,2015,410,784,497,3,104,"Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,Southwest Airlines Co.",4,62,1800,51,6446,8359,24393,51567,23651,72,108450,8767
MIA,"Miami, FL: Miami International",7,July,2015,446,479,508,2,43,"American Airlines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.",6,45,1480,51,4814,6390,28421,37475,19341,86,88331,3008
MSP,"Minneapolis, MN: Minneapolis-St Paul International",7,July,2015,570,734,694,6,72,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",9,53,2076,22,9654,11805,42706,46157,25586,164,118808,4195
ORD,"Chicago, IL: Chicago O'Hare International",7,July,2015,1326,2173,2435,7,190,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America",11,561,6130,43,21449,28183,94502,162676,137663,428,413016,17747
PDX,"Portland, OR: Portland International",7,July,2015,367,435,144,4,24,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,10,971,1,4129,5111,18947,24697,5415,105,50687,1523
PHL,"Philadelphia, PA: Philadelphia International",7,July,2015,386,467,453,3,50,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,United Air Lines Inc.,Southwest Airlines Co.",9,31,1361,7,5051,6450,22511,30046,20277,94,76174,3246
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",7,July,2015,851,1264,591,5,57,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",11,92,2768,19,11391,14270,49111,77541,20278,137,151013,3946
SAN,"San Diego, CA: San Diego International",7,July,2015,518,700,315,1,32,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,57,1564,25,5385,7031,28411,42242,11663,33,84314,1965
SEA,"Seattle, WA: Seattle/Tacoma International",7,July,2015,670,737,548,6,37,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,36,2001,10,9942,11989,39079,48538,18117,197,108092,2161
SFO,"San Francisco, CA: San Francisco International",7,July,2015,918,1261,1415,5,83,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,194,3684,18,10539,14435,60872,83446,72945,241,222354,4850
SLC,"Salt Lake City, UT: Salt Lake City International",7,July,2015,434,598,230,1,38,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",9,26,1298,18,8160,9502,32414,34708,8685,50,78126,2269
TPA,"Tampa, FL: Tampa International",7,July,2015,468,543,312,2,44,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,Southwest Airlines Co.",8,22,1367,19,4444,5852,28206,37428,13733,43,82417,3007
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",8,August,2015,1403,1940,1612,6,187,"American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",10,117,5145,150,28313,33725,114610,126112,76802,212,332631,14895
BOS,"Boston, MA: Logan International",8,August,2015,684,890,744,5,78,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,97,2399,23,8209,10728,41254,63415,37981,237,149143,6256
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",8,August,2015,403,654,419,5,82,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,Spirit Air Lines,United Air Lines Inc.,Southwest Airlines Co.",9,131,1562,49,6598,8340,24822,42639,22947,160,97470,6902
CLT,"Charlotte, NC: Charlotte Douglas International",8,August,2015,451,459,504,4,59,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",8,129,1479,29,7626,9263,28686,30615,25001,120,89858,5436
DCA,"Washington, DC: Ronald Reagan Washington National",8,August,2015,393,415,364,6,72,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",11,116,1248,25,5599,6988,22368,28408,21100,256,77341,5209
DEN,"Denver, CO: Denver International",8,August,2015,946,1261,997,3,97,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",9,96,3304,81,15390,18871,64152,83906,42167,58,196833,6550
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",8,August,2015,1013,1391,859,7,119,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.",10,168,3392,38,18699,22297,95250,98898,35990,348,239257,8771
DTW,"Detroit, MI: Detroit Metro Wayne County",8,August,2015,484,587,433,3,63,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,Spirit Air Lines,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",11,60,1571,13,8587,10231,38609,39729,19387,204,102742,4813
EWR,"Newark, NJ: Newark Liberty International",8,August,2015,493,687,725,0,87,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",9,160,1995,14,7476,9645,30327,48027,49820,21,135884,7689
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",8,August,2015,471,445,562,9,43,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Spirit Air Lines,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",9,57,1532,5,4523,6117,28404,30251,28382,598,91056,3421
IAD,"Washington, DC: Washington Dulles International",8,August,2015,218,201,116,2,40,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.",10,31,576,1,2620,3228,11844,14135,8155,88,36951,2729
JFK,"New York, NY: John F. Kennedy International",8,August,2015,435,600,602,5,69,"American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,Virgin America",7,82,1710,20,7384,9196,30898,43942,37414,216,117260,4790
